"Taint analysis NodeRED",,"warning","FLOW_DESCR_START::Source: e;Amqp.js:45[38:38];Sink: `AMQP C ... : ${e}`;Amqp.js:46[29:57]::FLOW_DESCR_END","/build/src/Amqp.js","45","38","45","38"
"Taint analysis NodeRED",,"warning","FLOW_DESCR_START::Source: e;Amqp.js:232[35:35];Sink: `AMQP C ... : ${e}`;Amqp.js:233[29:57]::FLOW_DESCR_END","/build/src/Amqp.js","232","35","232","35"
"Taint analysis NodeRED",,"warning","FLOW_DESCR_START::Source: msg;amqp-out.js:34[45:47];Sink: Buffer.from(msg);Amqp.js:135[52:67]::FLOW_DESCR_END
FLOW_DESCR_START::Source: msg;amqp-out.js:34[45:47];Sink: options;Amqp.js:135[70:76]::FLOW_DESCR_END
FLOW_DESCR_START::Source: msg;amqp-out.js:34[45:47];Sink: payload;amqp-out.js:67[42:48]::FLOW_DESCR_END
FLOW_DESCR_START::Source: msg;amqp-out.js:34[45:47];Sink: properties;amqp-out.js:67[51:60]::FLOW_DESCR_END
FLOW_DESCR_START::Source: msg;amqp-out.js:34[45:47];Sink: JSON.st ... ayload);amqp-out.js:70[42:64]::FLOW_DESCR_END
FLOW_DESCR_START::Source: msg;amqp-out.js:34[45:47];Sink: properties;amqp-out.js:70[67:76]::FLOW_DESCR_END","/build/src/nodes/amqp-out.js","34","45","34","47"
"Taint analysis NodeRED",,"warning","FLOW_DESCR_START::Source: host;Amqp.js:281[21:24];Sink: brokerUrl;Amqp.js:43[51:59]::FLOW_DESCR_END","/build/src/Amqp.js","281","21","281","24"
"Taint analysis NodeRED",,"warning","FLOW_DESCR_START::Source: port;Amqp.js:281[27:30];Sink: brokerUrl;Amqp.js:43[51:59]::FLOW_DESCR_END","/build/src/Amqp.js","281","27","281","30"
"Taint analysis NodeRED",,"warning","FLOW_DESCR_START::Source: username;Amqp.js:282[21:28];Sink: brokerUrl;Amqp.js:43[51:59]::FLOW_DESCR_END","/build/src/Amqp.js","282","21","282","28"
"Taint analysis NodeRED",,"warning","FLOW_DESCR_START::Source: password;Amqp.js:282[31:38];Sink: brokerUrl;Amqp.js:43[51:59]::FLOW_DESCR_END","/build/src/Amqp.js","282","31","282","38"
